time_stamp,count_samples_VV_inc30,sigma0_db_102_VV_inc30,stdev_sigma0_db_102_VV_inc30,sigma0_db_133_VV_inc30,stdev_sigma0_db_133_VV_inc30,sigma0_db_167_VV_inc30,stdev_sigma0_db_167_VV_inc30,count_samples_VH_inc30,sigma0_db_102_VH_inc30,stdev_sigma0_db_102_VH_inc30,sigma0_db_133_VH_inc30,stdev_sigma0_db_133_VH_inc30,sigma0_db_167_VH_inc30,stdev_sigma0_db_167_VH_inc30,count_samples_HV_inc30,sigma0_db_102_HV_inc30,stdev_sigma0_db_102_HV_inc30,sigma0_db_133_HV_inc30,stdev_sigma0_db_133_HV_inc30,sigma0_db_167_HV_inc30,stdev_sigma0_db_167_HV_inc30,count_samples_HH_inc30,sigma0_db_102_HH_inc30,stdev_sigma0_db_102_HH_inc30,sigma0_db_133_HH_inc30,stdev_sigma0_db_133_HH_inc30,sigma0_db_167_HH_inc30,stdev_sigma0_db_167_HH_inc30,count_samples_VV_inc40,sigma0_db_102_VV_inc40,stdev_sigma0_db_102_VV_inc40,sigma0_db_133_VV_inc40,stdev_sigma0_db_133_VV_inc40,sigma0_db_167_VV_inc40,stdev_sigma0_db_167_VV_inc40,count_samples_VH_inc40,sigma0_db_102_VH_inc40,stdev_sigma0_db_102_VH_inc40,sigma0_db_133_VH_inc40,stdev_sigma0_db_133_VH_inc40,sigma0_db_167_VH_inc40,stdev_sigma0_db_167_VH_inc40,count_samples_HV_inc40,sigma0_db_102_HV_inc40,stdev_sigma0_db_102_HV_inc40,sigma0_db_133_HV_inc40,stdev_sigma0_db_133_HV_inc40,sigma0_db_167_HV_inc40,stdev_sigma0_db_167_HV_inc40,count_samples_HH_inc40,sigma0_db_102_HH_inc40,stdev_sigma0_db_102_HH_inc40,sigma0_db_133_HH_inc40,stdev_sigma0_db_133_HH_inc40,sigma0_db_167_HH_inc40,stdev_sigma0_db_167_HH_inc40,count_samples_VV_inc50,sigma0_db_102_VV_inc50,stdev_sigma0_db_102_VV_inc50,sigma0_db_133_VV_inc50,stdev_sigma0_db_133_VV_inc50,sigma0_db_167_VV_inc50,stdev_sigma0_db_167_VV_inc50,count_samples_VH_inc50,sigma0_db_102_VH_inc50,stdev_sigma0_db_102_VH_inc50,sigma0_db_133_VH_inc50,stdev_sigma0_db_133_VH_inc50,sigma0_db_167_VH_inc50,stdev_sigma0_db_167_VH_inc50,count_samples_HV_inc50,sigma0_db_102_HV_inc50,stdev_sigma0_db_102_HV_inc50,sigma0_db_133_HV_inc50,stdev_sigma0_db_133_HV_inc50,sigma0_db_167_HV_inc50,stdev_sigma0_db_167_HV_inc50,count_samples_HH_inc50,sigma0_db_102_HH_inc50,stdev_sigma0_db_102_HH_inc50,sigma0_db_133_HH_inc50,stdev_sigma0_db_133_HH_inc50,sigma0_db_167_HH_inc50,stdev_sigma0_db_167_HH_inc50,count_samples_VV_inc60,sigma0_db_102_VV_inc60,stdev_sigma0_db_102_VV_inc60,sigma0_db_133_VV_inc60,stdev_sigma0_db_133_VV_inc60,sigma0_db_167_VV_inc60,stdev_sigma0_db_167_VV_inc60,count_samples_VH_inc60,sigma0_db_102_VH_inc60,stdev_sigma0_db_102_VH_inc60,sigma0_db_133_VH_inc60,stdev_sigma0_db_133_VH_inc60,sigma0_db_167_VH_inc60,stdev_sigma0_db_167_VH_inc60,count_samples_HV_inc60,sigma0_db_102_HV_inc60,stdev_sigma0_db_102_HV_inc60,sigma0_db_133_HV_inc60,stdev_sigma0_db_133_HV_inc60,sigma0_db_167_HV_inc60,stdev_sigma0_db_167_HV_inc60,count_samples_HH_inc60,sigma0_db_102_HH_inc60,stdev_sigma0_db_102_HH_inc60,sigma0_db_133_HH_inc60,stdev_sigma0_db_133_HH_inc60,sigma0_db_167_HH_inc60,stdev_sigma0_db_167_HH_inc60
2011/07/01 02:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/01 06:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/01 10:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/01 14:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/01 18:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/01 22:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/02 02:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/02 06:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/02 10:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/02 14:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/02 18:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/02 22:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/03 02:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/03 06:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/03 10:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/03 14:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/03 18:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/03 22:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/04 02:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/04 06:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/04 10:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/04 14:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/04 18:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/04 22:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/05 02:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/05 06:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/05 10:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/05 14:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/05 18:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/05 22:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/06 02:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/06 06:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/06 10:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/06 14:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/06 18:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
2011/07/06 22:00:00,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,15,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999,17,99999,99999,99999,99999,99999,99999
