OBSTIME_START,AVG_T,AVG_TD,AVG_WS_10MIN,MAX_WG_10MIN,AVG_P_SEA,AVG_P_ST,MODE_WW_AWS,AVG_HH_AWS,MODE_HH_AWS,AVG_N_AWS,AVG_SNOW_AWS,SMMA2mean,SMMA10mean,SMMB2mean,SMMB10mean,SMMC2mean,TSMC2mean,TSMB2mean,TTM1mean,TTM2mean,SHM1mean,SHM2mean,SMMA2std,SMMA10std,SMMB2std,SMMB10std,SMMC2std,TSMC2std,TSMB2std,TTM1std,TTM2std,SHM1std,SHM2std,GWImean,GWIstd
2011/07/01 02:00:00,13.68,10.28,2.98,8.1,1016.7692,995.2615,0,364.62,360,8,99999,7.110000e-02,8.083478e-02,9.214348e-02,7.299565e-02,-5.059130e-02,1.567565e+01,1.592000e+01,1.420826e+01,1.426000e+01,4.775000e+00,4.716667e+00,3.599517e-04,2.097798e-04,2.794810e-04,1.680535e-04,2.817713e-05,2.195811e-01,2.656739e-01,7.449228e-01,7.380644e-01,4.465143e-01,2.409472e-01,-18,2
2011/07/01 06:00:00,12.64,10.28,2.64,7.2,1017.736,996.108,0,282,240,8,99999,6.987083e-02,8.010417e-02,9.138333e-02,7.247500e-02,-5.050417e-02,1.511208e+01,1.553625e+01,1.260542e+01,1.271208e+01,5.540000e+00,5.354545e+00,3.310075e-04,2.009958e-04,1.433721e-04,1.421560e-04,1.998263e-05,8.416151e-02,7.301898e-02,2.015147e-01,1.694348e-01,1.273735e+00,3.143930e-01,-17.5,2.713602101
2011/07/01 10:00:00,14.45,10.68,2.83,6.2,1018.4769,996.9577,0,400.38,300,7,99999,6.935000e-02,7.943750e-02,9.143333e-02,7.206667e-02,-5.049167e-02,1.543500e+01,1.673917e+01,1.457625e+01,1.467625e+01,5.450000e+00,5.488889e+00,2.958040e-04,2.117634e-04,3.223180e-04,8.498366e-05,3.996526e-05,5.333620e-01,9.154230e-01,1.428145e+00,1.386803e+00,7.500000e-01,2.514157e-01,-12.625,5.804862494
2011/07/01 14:00:00,18.17,11.6,2.76,6,1017.052,995.88,0,488.4,0,0,99999,6.837917e-02,7.866250e-02,9.192083e-02,7.190000e-02,-5.050833e-02,1.753167e+01,1.865958e+01,1.844333e+01,1.855042e+01,4.762500e+00,5.085714e+00,8.746329e-04,3.225065e-04,3.341396e-04,5.773503e-05,9.965217e-05,3.213470e-01,7.732533e-01,4.673923e-01,5.643320e-01,4.580871e-01,3.757985e-01,31.66666667,13.88044188
2011/07/01 18:00:00,16.71,11.46,2.46,6.1,1016.256,994.944,0,3942,4050,4,99999,6.608750e-02,7.744167e-02,8.977917e-02,7.145417e-02,-5.060000e-02,1.648042e+01,1.734833e+01,1.679292e+01,1.681333e+01,3.075000e+00,5.211111e+00,6.036780e-04,3.593010e-04,8.445804e-04,2.309025e-04,1.387779e-17,3.519171e-01,5.923869e-01,1.096933e+00,1.102439e+00,8.870597e-01,4.605418e-01,-9.875,5.303300859
2011/07/01 22:00:00,13.8,10.76,1.9,4.9,1015.9692,994.4577,0,2830.38,3600,7,99999,6.448750e-02,7.633333e-02,8.757083e-02,7.072917e-02,-5.058333e-02,1.526292e+01,1.545333e+01,1.371417e+01,1.373708e+01,99999,4.533333e+00,4.294497e-04,2.910708e-04,4.791304e-04,2.111065e-04,3.726780e-05,3.092798e-01,4.204429e-01,7.874850e-01,7.820884e-01,99999,4.027682e-01,-22,6.359594676
2011/07/02 02:00:00,12.42,9.56,2.19,5.6,1015.52,993.94,0,1023.6,420,7,99999,6.333043e-02,7.537826e-02,8.619565e-02,7.005652e-02,-5.053043e-02,1.436739e+01,1.442913e+01,1.231174e+01,1.238217e+01,7.325000e+00,6.250000e+00,2.526981e-04,2.376635e-04,2.404312e-04,1.610457e-04,4.601307e-05,1.396959e-01,7.620984e-02,2.061374e-01,2.281105e-01,1.163687e-01,2.500000e-01,-20.25,5.119037552
2011/07/02 06:00:00,12.09,9.33,3.16,8,1015.196,993.592,0,356.4,360,8,99999,6.264167e-02,7.453750e-02,8.552917e-02,6.957500e-02,-5.050000e-02,1.411083e+01,1.439417e+01,1.205583e+01,1.214042e+01,6.628571e+00,6.340000e+00,1.823839e-04,2.446298e-04,1.540540e-04,1.266557e-04,6.938894e-18,4.517712e-02,8.774569e-02,1.164373e-01,1.158835e-01,4.365916e-01,1.019804e-01,-22.25,3.934116512
2011/07/02 10:00:00,12.5,9.38,3.19,7.8,1015.9,994.2885,0,384.23,300,8,99999,6.212500e-02,7.375833e-02,8.537083e-02,6.924583e-02,-5.050000e-02,1.421792e+01,1.499417e+01,1.250500e+01,1.261917e+01,6.600000e+00,5.850000e+00,1.450575e-04,2.177856e-04,4.545297e-05,9.991316e-05,6.938894e-18,9.291480e-02,2.589388e-01,3.475030e-01,3.571871e-01,8.700484e+01,2.179449e-01,-14.91666667,4.144181756
2011/07/02 14:00:00,12.37,9,3.53,7,1016.176,994.556,81,831.6,450,7,99999,6.153750e-02,7.301250e-02,8.493333e-02,6.893750e-02,-5.050833e-02,1.421125e+01,1.497292e+01,1.241083e+01,1.249750e+01,6.150000e+00,6.257143e+00,1.628202e-04,2.087912e-04,2.074983e-04,1.072866e-04,2.763854e-05,7.933644e-02,1.342100e-01,4.927213e-01,4.856289e-01,8.500000e-01,2.920721e-01,-20.72727273,7.142701297
2011/07/02 18:00:00,13.76,7.85,2.81,7.7,1016.252,994.732,0,568.8,0,2,99999,6.069167e-02,7.214167e-02,8.426667e-02,6.853750e-02,-5.057083e-02,1.402542e+01,1.466375e+01,1.401500e+01,1.385292e+01,4.700000e+00,5.777778e+00,4.627064e-04,3.121387e-04,5.120764e-04,1.437953e-04,4.545297e-05,2.184983e-01,5.289992e-01,8.944971e-01,9.025449e-01,1.000000e-01,4.340450e-01,-13.41666667,4.699290727
2011/07/02 22:00:00,10.32,7.48,2.73,8.3,1017.9038,996.1077,0,984.23,1080,3,99999,5.893750e-02,7.111250e-02,8.199583e-02,6.787917e-02,-5.060000e-02,1.297125e+01,1.266667e+01,1.021833e+01,1.020375e+01,8.400000e+00,5.925000e+00,3.987611e-04,2.603083e-04,5.533829e-04,1.999566e-04,1.387779e-17,3.197305e-01,4.815657e-01,8.615571e-01,8.660437e-01,8.718974e+01,3.699662e-01,-25.5,2.393172106
2011/07/03 02:00:00,8.92,4.58,3.13,7.6,1018.704,996.78,0,986.4,840,4,99999,5.794348e-02,7.028261e-02,8.053043e-02,6.735217e-02,-5.057391e-02,1.209913e+01,1.159130e+01,8.669565e+00,8.810435e+00,7.633333e+00,5.500000e+00,2.715913e-04,2.334098e-04,3.758293e-04,1.098203e-04,4.391089e-05,2.324148e-01,3.243496e-01,4.065173e-01,3.574241e-01,7.408704e-01,8.843700e+01,-25.33333333,4.29234696
2011/07/03 06:00:00,9.5,4.09,3.34,8.1,1019.225,997.3375,0,758.75,690,7,99999,5.761667e-02,6.947083e-02,7.985000e-02,6.701667e-02,-5.050833e-02,1.200208e+01,1.221583e+01,9.392917e+00,9.515000e+00,5.700000e+00,6.542857e+00,9.428090e-05,2.318030e-04,5.000000e-05,1.105542e-04,2.763854e-05,1.729398e-01,3.883396e-01,5.076702e-01,4.817416e-01,8.853410e+01,4.203983e-01,-22.25,4.114829059
2011/07/03 10:00:00,12.01,3.18,2.93,6.3,1019.3808,997.6731,0,1135.38,870,7,99999,5.743333e-02,6.855000e-02,8.005833e-02,6.657083e-02,-5.049167e-02,1.292125e+01,1.408875e+01,1.209250e+01,1.216875e+01,5.200000e+00,6.092308e+00,8.498366e-05,3.265986e-04,1.076904e-04,1.540540e-04,2.763854e-05,4.191789e-01,5.772298e-01,8.010631e-01,8.407354e-01,8.742974e+01,4.008866e-01,-6.833333333,6.548189664
2011/07/03 14:00:00,14,2.54,2.8,6.8,1018.724,997.18,0,1454.4,1410,3,99999,5.674167e-02,6.760000e-02,8.018750e-02,6.619583e-02,-5.049583e-02,1.436750e+01,1.567583e+01,1.409000e+01,1.415708e+01,4.800000e+00,5.592308e+00,5.522052e-04,2.828427e-04,2.047610e-04,7.347997e-05,8.887804e-05,2.624762e-01,5.712772e-01,5.181859e-01,5.603680e-01,1.632993e-01,2.368431e-01,8.636363636,7.619353349
2011/07/03 18:00:00,12.92,3.76,1.84,7.7,1019.076,997.44,0,1710,1950,4,99999,5.526250e-02,6.657083e-02,7.809167e-02,6.570417e-02,-5.058750e-02,1.359000e+01,1.430333e+01,1.307208e+01,1.299875e+01,4.200000e+00,6.240000e+00,3.827668e-04,2.850134e-04,8.611604e-04,2.299985e-04,3.307189e-05,2.582312e-01,5.872582e-01,8.300049e-01,8.967920e-01,3.082207e-01,3.261901e-01,-12.9,4.332051092
2011/07/03 22:00:00,7.33,4.99,.82,2.3,1020.4385,998.35,0,595.38,0,1,99999,5.346667e-02,6.565417e-02,7.485833e-02,6.481250e-02,-5.060000e-02,1.218208e+01,1.147333e+01,6.848750e+00,6.642917e+00,99999,99999,4.268749e-04,2.362540e-04,8.655040e-04,2.650668e-04,1.387779e-17,4.855322e-01,8.012733e-01,1.788072e+00,1.715198e+00,99999,99999,-25,4.709757763
2011/07/04 02:00:00,7.06,5.2,.97,2.7,1021.22,999.12,0,0,0,0,99999,5.265652e-02,6.498696e-02,7.270870e-02,6.413913e-02,-5.060435e-02,1.087696e+01,1.013435e+01,6.356087e+00,6.600435e+00,99999,4.500000e+00,7.704367e-05,1.261619e-04,2.668871e-04,9.663526e-05,2.039311e-05,1.669792e-01,1.584387e-01,1.950420e+00,2.033161e+00,99999,4.082483e-01,-24.16666667,5.006056937
2011/07/04 06:00:00,12.94,5.02,1.31,3.6,1021.064,999.384,0,632.4,0,2,99999,5.273333e-02,6.447083e-02,7.261667e-02,6.382500e-02,-5.063750e-02,1.156000e+01,1.228667e+01,1.211583e+01,1.228542e+01,4.400000e+00,5.822222e+00,1.518406e-04,1.859193e-04,3.349959e-04,9.242114e-05,4.841229e-05,7.140320e-01,1.493491e+00,1.279684e+00,1.232947e+00,1.000000e-01,3.552082e-01,6.285714286,4.820590756
2011/07/04 10:00:00,16.08,3.02,1.65,5.1,1020.6654,999.2385,0,1074.23,0,2,99999,5.392083e-02,6.368750e-02,7.434167e-02,6.360417e-02,-5.049583e-02,1.376125e+01,1.703958e+01,1.558833e+01,1.559417e+01,5.355556e+00,5.877778e+00,6.701860e-04,1.855454e-04,3.353067e-04,1.998263e-05,1.135751e-04,9.763124e-01,9.833255e-01,9.948311e-01,8.084961e-01,5.187830e-01,3.705185e-01,19.14285714,22.6305735
2011/07/04 14:00:00,17.51,2.85,1.1,3.7,1019.628,998.324,0,1800,1800,4,99999,5.297917e-02,6.325000e-02,7.325417e-02,6.330417e-02,-5.055000e-02,1.562667e+01,1.621292e+01,1.713083e+01,1.725583e+01,5.200000e+00,6.310000e+00,1.003734e-03,2.362908e-04,2.179051e-04,1.513252e-04,1.258306e-04,5.140012e-01,4.033968e-01,5.536765e-01,6.413587e-01,3.419402e-01,4.805206e-01,56,25.41653005
2011/07/04 18:00:00,16.31,4.38,2.04,6.1,1019.06,997.688,0,1038,0,2,99999,5.110000e-02,6.241667e-02,7.147500e-02,6.271250e-02,-5.064167e-02,1.448083e+01,1.528458e+01,1.599417e+01,1.610167e+01,5.314286e+00,5.333333e+00,4.272002e-04,2.114763e-04,7.784868e-04,2.067859e-04,4.930066e-05,3.423682e-01,7.336210e-01,1.644787e+00,1.863394e+00,8.642562e-01,4.955356e-01,-2.428571429,11.1184103
2011/07/04 22:00:00,10.66,5.8,2.09,3.7,1019.9,998.0846,0,3715.38,0,2,99999,4.928333e-02,6.160417e-02,6.830000e-02,6.177917e-02,-5.060000e-02,1.295208e+01,1.238458e+01,9.756667e+00,9.571667e+00,8.571429e+00,5.300000e+00,4.268749e-04,2.406227e-04,8.485281e-04,3.108847e-04,1.387779e-17,4.481162e-01,7.057146e-01,1.508525e+00,1.429769e+00,3.010187e-01,8.641159e+01,-20.41666667,3.800916955
2011/07/05 02:00:00,10.24,6.25,.81,2.4,1019.848,998.004,0,5172,5100,5,99999,4.845217e-02,6.086522e-02,6.630870e-02,6.087826e-02,-5.057391e-02,1.185435e+01,1.159783e+01,9.403913e+00,9.668696e+00,8.880000e+00,3.675000e+00,9.722035e-05,1.604578e-04,1.976229e-04,1.666982e-04,4.391089e-05,1.488748e-01,6.419803e-01,2.477058e+00,2.652586e+00,1.939072e-01,1.785357e-01,-21.33333333,7.463040245
2011/07/05 06:00:00,16.12,6.76,1.82,5.4,1018.672,997.316,0,4384.8,4500,7,99999,4.893333e-02,6.027083e-02,6.664167e-02,6.045417e-02,-5.057917e-02,1.286083e+01,1.419250e+01,1.540083e+01,1.555917e+01,5.618182e+00,4.211111e+00,1.724013e-04,1.836645e-04,2.253084e-04,9.565200e-05,4.061164e-05,5.070496e-01,9.850053e-01,1.681185e+00,1.665905e+00,2.551940e-01,5.043025e-01,3.6,9.582391258
2011/07/05 10:00:00,19.64,4.38,3.01,6.8,1017.5923,996.4885,0,2250,2400,3,99999,4.987500e-02,5.985417e-02,6.737083e-02,6.030000e-02,-5.048750e-02,1.469625e+01,1.743917e+01,1.871542e+01,1.874375e+01,5.706250e+00,5.125000e+00,8.053208e-04,7.058781e-05,1.171863e-04,1.387779e-17,1.129620e-04,1.008753e+00,6.824888e-01,1.144024e+00,1.028603e+00,3.071416e-01,7.949057e-01,13.4,7.334848328
2011/07/05 14:00:00,19.94,4.59,2.3,8,1016.172,995.132,0,2196,2400,6,99999,5.002083e-02,5.983333e-02,6.694167e-02,6.013750e-02,-5.050000e-02,1.702542e+01,1.805375e+01,1.948208e+01,1.962167e+01,5.600000e+00,4.740000e+00,7.783418e-04,1.518406e-04,2.675766e-04,1.072866e-04,9.574271e-05,3.687815e-01,4.195117e-01,5.746664e-01,5.571480e-01,1.909727e-01,2.576820e-01,33.33333333,6.506407099
2011/07/05 18:00:00,18.48,6.3,2.19,5.6,1015.432,994.284,0,1110,0,2,99999,4.822083e-02,5.917500e-02,6.507500e-02,5.954167e-02,-5.062917e-02,1.569750e+01,1.669375e+01,1.796667e+01,1.808208e+01,5.895455e+00,99999,3.570471e-04,2.222049e-04,7.578753e-04,2.564447e-04,6.109533e-05,4.093313e-01,7.631613e-01,1.412632e+00,1.672682e+00,1.941819e-01,99999,7.3,8.819800955
2011/07/05 22:00:00,13.23,8.79,1.63,3.1,1015.7077,994.1654,0,3923.08,4350,6,99999,4.681667e-02,5.837083e-02,6.215417e-02,5.849583e-02,-5.057500e-02,1.408667e+01,1.388750e+01,1.246500e+01,1.239042e+01,5.847619e+00,4.280000e+00,3.771236e-04,2.335936e-04,6.550949e-04,3.272094e-04,5.951190e-05,3.920530e-01,3.858459e-01,7.041484e-01,6.366218e-01,1.096273e-01,2.315167e-01,-16.36363636,4.201731245
2011/07/06 02:00:00,13.93,9.51,1.28,3,1015.18,993.716,0,3279.55,4200,3,99999,4.613913e-02,5.767826e-02,6.062609e-02,5.758261e-02,-5.056522e-02,1.323609e+01,1.323870e+01,1.274783e+01,1.295043e+01,5.711111e+00,4.300000e+00,1.206473e-04,1.743473e-04,3.010379e-04,2.014128e-04,4.762805e-05,1.522224e-01,1.194300e-01,9.451844e-01,9.795406e-01,2.208290e-01,8.841949e+01,-13.08333333,7.051219538
2011/07/06 06:00:00,19.1,9.77,1.86,5.1,1013.956,992.888,0,3099.6,4050,4,99999,4.641250e-02,5.712083e-02,6.047917e-02,5.701250e-02,-5.065833e-02,1.385250e+01,1.533583e+01,1.799500e+01,1.813333e+01,5.933333e+00,3.414286e+00,2.332961e-04,1.079319e-04,2.482928e-04,1.012937e-04,4.930066e-05,5.157458e-01,1.142814e+00,9.976681e-01,9.854088e-01,1.458418e-01,1.016195e+00,22.33333333,11.36075115
2011/07/06 10:00:00,17.1,12.25,1.62,8,1013.5385,992.3308,81,1318.85,1500,7,99999,4.730000e-02,5.695000e-02,6.157917e-02,5.693333e-02,-5.077917e-02,1.523917e+01,1.750417e+01,1.647500e+01,1.671500e+01,5.530000e+00,3.646154e+00,4.062019e-04,5.000000e-05,3.240102e-04,4.714045e-05,5.041322e-04,3.390049e-01,8.079187e-01,1.173261e+00,1.222293e+00,7.707788e-01,8.167623e-01,-2.875,10.60239191
2011/07/06 14:00:00,15.47,13.28,.79,2.5,1013.696,992.376,81,1249.2,1170,7,99999,4.727500e-02,5.687500e-02,6.245417e-02,5.670000e-02,-5.060417e-02,1.511833e+01,1.664500e+01,1.486542e+01,1.506792e+01,5.920000e+00,4.900000e+00,1.127312e-04,7.216878e-05,1.468837e-03,1.040833e-04,9.780579e-05,9.240611e-02,3.869970e-01,4.689525e-01,5.041327e-01,1.965095e+00,8.736064e+01,-16,5.291502622
2011/07/06 18:00:00,15.67,13.44,.66,4.5,1013.484,992.176,0,1689.6,1500,7,99999,4.752083e-02,5.676250e-02,7.028750e-02,5.662083e-02,-5.098750e-02,1.509375e+01,1.638042e+01,1.519792e+01,1.533042e+01,99999,99999,4.982609e-05,4.841229e-05,2.040284e-03,4.061164e-05,3.811304e-04,1.986373e-01,5.426362e-01,3.893261e-01,4.384488e-01,99999,99999,-4.333333333,6.443225242
2011/07/06 22:00:00,13.23,11.59,1.62,4,1013.8615,992.3846,0,1843.85,3450,7,99999,4.717083e-02,5.646250e-02,7.466250e-02,5.630417e-02,-5.055833e-02,1.407625e+01,1.432500e+01,1.295833e+01,1.305042e+01,7.800000e+00,99999,1.881470e-04,1.522402e-04,6.799586e-04,1.485462e-04,4.930066e-05,3.226300e-01,5.020541e-01,7.527044e-01,7.670804e-01,8.872227e+01,99999,-16.08333333,4.581749037
2011/07/07 02:00:00,11.82,10.5,1,3.1,1014.376,992.764,0,2202,2100,7,99999,4.671304e-02,5.598261e-02,7.654783e-02,5.585217e-02,-5.051739e-02,1.325870e+01,1.336217e+01,1.157087e+01,1.166261e+01,7.855556e+00,99999,5.360360e-05,1.166644e-04,4.461132e-04,1.015941e-04,3.790347e-05,1.186630e-01,7.228906e-02,1.043786e-01,1.110118e-01,6.849349e-02,99999,-19.5,3.729489363
2011/07/07 06:00:00,15.02,10.88,2.04,5.5,1014.44,993.064,0,1320,1950,5,99999,4.720417e-02,5.574167e-02,7.888333e-02,5.572500e-02,-5.059583e-02,1.381208e+01,1.511417e+01,1.469083e+01,1.478500e+01,7.500000e+00,6,3.724683e-04,4.930066e-05,9.127188e-04,4.330127e-05,5.384520e-05,6.140845e-01,1.335175e+00,1.867795e+00,1.765411e+00,2.529822e-01,2.000000e-01,1.3,9.649985607
2011/07/07 10:00:00,19.8,9.22,2.42,6.5,1013.9115,992.8885,0,873.46,0,1,99999,4.958333e-02,5.595000e-02,8.202500e-02,5.621250e-02,-5.055833e-02,1.608292e+01,1.948458e+01,1.939333e+01,1.937542e+01,5.400000e+00,2.600000e+00,1.208534e-03,1.607275e-04,4.155819e-04,1.690969e-04,7.592028e-05,1.053065e+00,7.443956e-01,1.149198e+00,1.008476e+00,8.846725e+01,3.741657e-01,15.75,4.272001873
2011/07/07 14:00:00,21.58,10.44,2.38,5.9,1013.068,992.192,0,1147.2,0,3,99999,5.045000e-02,5.639167e-02,8.169583e-02,5.644167e-02,-5.053333e-02,1.847458e+01,1.927292e+01,2.136458e+01,2.139750e+01,4.900000e+00,4.944444e+00,6.689544e-04,9.537936e-05,5.578823e-04,4.930066e-05,7.993053e-05,4.599364e-01,8.618221e-01,7.361328e-01,6.782653e-01,8.759569e+01,4.669311e-01,65535,99999
2011/07/07 18:00:00,18.3,13.67,2.66,7.9,1013.476,992.36,0,1584,1800,6,99999,4.917917e-02,5.596250e-02,7.984583e-02,5.625417e-02,-5.062500e-02,1.676500e+01,1.751417e+01,1.764000e+01,1.780833e+01,6.600000e+00,3.983333e+00,2.597742e-04,1.602407e-04,5.612331e-04,1.189509e-04,7.216878e-05,4.505737e-01,6.244058e-01,1.561556e+00,1.494386e+00,8.902127e+01,1.315823e+00,-9.714285714,5.122313465
2011/07/07 22:00:00,15.94,13.81,2.83,6.4,1014.1615,992.8538,0,2368.85,2700,5,99999,4.820417e-02,5.542083e-02,7.930833e-02,5.580417e-02,-5.060833e-02,1.534042e+01,1.543333e+01,1.528583e+01,1.542167e+01,6.966667e+00,99999,2.507973e-04,1.755448e-04,9.090593e-05,1.485462e-04,2.763854e-05,3.522721e-01,4.355137e-01,4.521884e-01,5.053766e-01,1.885618e-01,99999,-16.08333333,3.232177238
2011/07/08 02:00:00,15.16,13.94,2.43,5.8,1014.752,993.376,0,2244,2250,6,99999,4.794348e-02,5.491304e-02,7.965652e-02,5.546522e-02,-5.072609e-02,1.461609e+01,1.489696e+01,1.472696e+01,1.484174e+01,8.000000e+00,99999,9.243605e-05,1.075593e-04,2.550807e-04,6.983643e-05,3.192619e-04,7.275564e-02,2.499467e-01,3.796158e-01,4.166706e-01,1.500000e-01,99999,-11.91666667,3.604500554
2011/07/08 06:00:00,19.87,14.25,2.01,5.9,1015.028,993.996,0,3006,6300,3,99999,4.901250e-02,5.472500e-02,8.123750e-02,5.554583e-02,-5.066250e-02,1.540208e+01,1.707000e+01,1.920333e+01,1.933750e+01,99999,3.862500e+00,5.599944e-04,4.330127e-05,6.033328e-04,8.650225e-05,8.068715e-05,6.292388e-01,1.209883e+00,2.710645e+00,2.702599e+00,99999,8.320720e-01,9.8,25.6456624
2011/07/08 10:00:00,25.58,12.35,3.83,11.2,1014.5808,993.9423,0,1926.25,1650,4,99999,5.129583e-02,5.498750e-02,8.335833e-02,5.613750e-02,-5.067500e-02,1.755458e+01,2.136375e+01,2.476125e+01,2.492583e+01,3.275000e+00,3.284615e+00,7.155879e-04,1.562917e-04,3.277660e-04,2.251157e-04,5.204165e-05,6.906095e-01,7.055956e-01,8.871176e-01,8.217913e-01,2.861381e-01,6.619855e-01,65.5,31.00161286
2011/07/08 14:00:00,27.25,10.07,4.18,9.8,1014.032,993.532,0,2166,1950,2,99999,5.171250e-02,5.528333e-02,8.307500e-02,5.644167e-02,-5.059167e-02,1.920500e+01,2.182167e+01,2.657708e+01,2.673292e+01,3.550000e+00,2.768750e+00,2.758510e-04,3.726780e-05,2.066599e-04,4.930066e-05,6.400955e-05,2.595990e-01,5.552527e-01,4.931487e-01,5.594527e-01,3.095696e-01,6.110634e-01,65535,99999
2011/07/08 18:00:00,25.15,11,2.92,8,1014.296,993.648,0,222,0,0,99999,5.081667e-02,5.506250e-02,8.055000e-02,5.625417e-02,-5.066250e-02,1.827708e+01,2.020875e+01,2.430375e+01,2.436375e+01,2.962500e+00,4.340000e+00,4.268749e-04,1.183656e-04,1.104536e-03,2.020296e-04,4.841229e-05,3.658492e-01,6.934714e-01,1.640002e+00,2.027319e+00,6.613197e-01,4.223742e-01,12.33333333,5.131601439
2011/07/08 22:00:00,18.2,13.3,2.15,4.6,1016.0846,994.9115,0,0,0,0,99999,4.932917e-02,5.447500e-02,7.665417e-02,5.541250e-02,-5.062917e-02,1.664625e+01,1.703958e+01,1.730292e+01,1.689958e+01,7.350000e+00,4.100000e+00,4.392030e-04,2.066599e-04,9.695270e-04,2.650668e-04,4.545297e-05,5.343283e-01,8.532364e-01,1.511877e+00,1.556844e+00,5.000000e-02,8.928626e+01,-6,7.433034374
2011/07/09 02:00:00,17.27,11.65,1.98,4.3,1016.744,995.5,0,0,0,0,99999,4.826087e-02,5.378261e-02,7.427826e-02,5.461739e-02,-5.058696e-02,1.527565e+01,1.548522e+01,1.535783e+01,1.551130e+01,99999,3.150000e+00,1.661302e-04,1.809448e-04,3.933762e-04,1.785258e-04,3.367812e-05,1.942170e-01,8.443519e-02,6.378698e-01,7.966468e-01,99999,2.500000e-01,-11.25,6.224949799
2011/07/09 06:00:00,22.28,13.95,2.83,5.9,1016.396,995.508,0,708,0,0,99999,4.854583e-02,5.341250e-02,7.399167e-02,5.424167e-02,-5.067917e-02,1.589792e+01,1.766208e+01,2.155208e+01,2.165375e+01,3.585714e+00,4.200000e+00,3.366244e-04,3.307189e-05,3.861311e-04,4.930066e-05,4.061164e-05,7.351643e-01,1.470731e+00,2.103602e+00,2.015502e+00,1.715000e+00,8.770938e+01,42,13.49073756
2011/07/09 10:00:00,28.27,12.63,3.77,10.3,1015.0115,994.5769,0,1367.31,0,1,99999,5.088333e-02,5.365417e-02,7.600833e-02,5.477500e-02,-5.053750e-02,1.868042e+01,2.263375e+01,2.779500e+01,2.782750e+01,2.680000e+00,3.520000e+00,1.261503e-03,2.362540e-04,4.182470e-04,2.727178e-04,9.492321e-05,1.182996e+00,7.723763e-01,1.230003e+00,1.044634e+00,6.852737e-01,1.833030e-01,65535,99999
2011/07/09 14:00:00,28.78,11.69,3.9,9,1013.948,993.54,0,2016,0,3,99999,5.142083e-02,5.417083e-02,7.538333e-02,5.509167e-02,-5.055417e-02,2.097125e+01,2.282125e+01,2.820917e+01,2.816375e+01,1.633333e+00,4.690000e+00,6.676945e-04,8.887804e-05,6.413960e-04,6.400955e-05,4.982609e-05,3.452211e-01,8.978739e-01,1.137885e+00,1.070887e+00,1.890326e+00,3.505710e-01,65535,99999
2011/07/09 18:00:00,25.4,14.56,2.37,7.5,1014.128,993.508,0,3354,3750,5,99999,4.992917e-02,5.376250e-02,7.247083e-02,5.468750e-02,-5.061667e-02,1.962250e+01,2.117208e+01,2.458750e+01,2.465000e+01,2.028571e+00,5.166667e+00,3.421490e-04,1.408678e-04,8.772491e-04,2.047610e-04,3.726780e-05,3.617348e-01,6.038417e-01,1.607823e+00,1.730385e+00,2.583859e+00,2.494438e-01,24.66666667,3.511884584
2011/07/09 22:00:00,20.75,15.08,1.73,4.1,1014.55,993.5731,0,2809.62,3000,5,99999,4.867083e-02,5.321667e-02,6.919583e-02,5.385833e-02,-5.060417e-02,1.808417e+01,1.857875e+01,1.936375e+01,1.925083e+01,6.950000e+00,5.800000e+00,3.194777e-04,1.795055e-04,8.208122e-04,2.628635e-04,1.998263e-05,4.654292e-01,6.914316e-01,1.220566e+00,1.197890e+00,3.905125e-01,8.883981e+01,-5.3,5.774464862
2011/07/10 02:00:00,18.84,14.28,1.96,5.1,1014.396,993.3,0,1956,0,1,99999,4.781739e-02,5.260435e-02,6.696087e-02,5.304348e-02,-5.060000e-02,1.674913e+01,1.707478e+01,1.737130e+01,1.750913e+01,7.480000e+00,4.700000e+00,1.238940e-04,1.517385e-04,4.136152e-04,1.837439e-04,1.387779e-17,2.401071e-01,2.561228e-01,1.320492e+00,1.411903e+00,7.483315e-02,8.912549e+01,-7.181818182,5.173358325
2011/07/10 06:00:00,24.42,15.89,2.75,7.4,1013.688,993,0,2712,3600,3,99999,4.803333e-02,5.233333e-02,6.697083e-02,5.270000e-02,-5.063750e-02,1.754167e+01,1.968875e+01,2.357000e+01,2.368333e+01,5.750000e+00,3.145455e+00,2.687419e-04,4.714045e-05,2.992757e-04,2.081668e-17,4.841229e-05,6.615050e-01,1.398280e+00,1.516795e+00,1.488659e+00,6.500000e-01,8.348801e-01,91.33333333,12.05542755
2011/07/10 10:00:00,26.46,15.05,3.78,8.6,1013.1962,992.6577,0,1324.62,1290,4,99999,4.929167e-02,5.250417e-02,6.775417e-02,5.294167e-02,-5.052917e-02,1.974250e+01,2.252667e+01,2.563792e+01,2.567542e+01,5.166667e+00,4.118750e+00,7.082353e-04,9.780579e-05,2.140467e-04,9.965217e-05,9.344859e-05,6.528352e-01,3.557699e-01,4.013309e-01,3.493921e-01,6.944222e-01,2.429474e-01,110,15.71623365
