1:filename, 2:phi_2, 3:l_c_x, 4:l_c_y, 5:l_c_z, 6:d_sph_x, 7:d_sph_y, 8:d_sph_z, 9:l_ex_x, 10:l_ex_y, 11:l_ex_z, 12:xi_ts_x, 13:xi_ts_y, 14:xi_ts_z, 15:d_ts_x, 16:d_ts_y, 17:d_ts_z, 18:xi_grf_x, 19:xi_grf_y, 20:xi_grf_z, 21:d_grf_x, 22:d_grf_y, 23:d_grf_z, 24:d_shs, 25:tau, 26:l_ex_tilde, 27:xi_ts_tilde, 28:l_ts_tilde, 29:pos-z, 30:el-size, 31:rmse_sph_x, 32:rmse_sph_y, 33:rmse_sph_z, 34:rmse_exp_x, 35:rmse_exp_y, 36:rmse_exp_z, 37:rmse_ts_x, 38:rmse_ts_y, 39:rmse_ts_z, 40:rmse_grf_x, 41:rmse_grf_y, 42:rmse_grf_z, 43:rmse_shs_iso_ft, 44:rmse_exp_iso_ft, 45:rmse_ts_iso_ft
/home/loewe/sph/projects/160_esa_itt_microstructure/results/wp2-thin-section-analysis/1984May9sections/1984May9section1_SEG_v1..JPG, 0.381119, 0.255662, NaN, 0.263437, 0.517221, NaN, 0.616420, 0.174466, NaN, 0.219361, 0.270513, NaN, 0.219363, 1.207393, NaN, 973.445380, 0.204329, NaN, 0.156344, 1.185510, NaN, 997.539831, 0.388514, 0.151873, 0.079606, 0.079276, 24.114624, NaN, 0.021000, 0.001570, NaN, 0.003469, 0.002238, NaN, 0.000284, 0.000632, NaN, 0.000284, 0.000643, NaN, 0.000347, 0.000038, 0.000039, 0.000039
/home/loewe/sph/projects/160_esa_itt_microstructure/results/wp2-thin-section-analysis/1984May9sections/1984May9section2_SEG_v1..JPG, 0.348116, 0.481394, NaN, 0.465481, 1.642662, NaN, 1.266521, 0.593533, NaN, 0.432178, 0.593525, NaN, 0.552083, 999.999915, NaN, 3.600016, 0.440141, NaN, 0.406856, 995.229061, NaN, 3.586256, 0.524660, 0.098000, 0.498089, 0.497990, 999.999986, NaN, 0.020000, 0.020175, NaN, 0.004593, 0.003877, NaN, 0.001715, 0.003877, NaN, 0.000643, 0.004971, NaN, 0.000690, 0.000490, 0.000273, 0.000273
/home/loewe/sph/projects/160_esa_itt_microstructure/results/wp2-thin-section-analysis/1984May9sections/1984May9section3_SEG_v1..JPG, 0.435338, 0.558391, NaN, 0.518900, 1.413438, NaN, 1.281486, 0.506264, NaN, 0.445431, 0.506266, NaN, 0.582710, 999.972460, NaN, 3.520080, 0.359502, NaN, 0.408978, 999.999606, NaN, 3.602516, 0.649626, 0.098000, 0.197061, 0.197046, 997.800349, NaN, 0.021000, 0.008491, NaN, 0.003552, 0.000449, NaN, 0.001785, 0.000449, NaN, 0.000123, 0.000637, NaN, 0.000156, 0.000341, 0.000290, 0.000290
/home/loewe/sph/projects/160_esa_itt_microstructure/results/wp2-thin-section-analysis/1984May9sections/1984May9section4_SEG_v1..JPG, 0.494329, 0.521803, NaN, 0.468837, 2.509095, NaN, 1.247723, 0.821447, NaN, 0.411581, 0.821442, NaN, 0.703539, 999.999999, NaN, 2.714074, 0.611988, NaN, 0.661262, 950.625190, NaN, 2.552074, 0.789291, 0.098000, 0.171427, 1.043857, 1.572336, NaN, 0.021000, 0.037113, NaN, 0.008613, 0.013113, NaN, 0.009459, 0.013113, NaN, 0.004311, 0.015111, NaN, 0.003892, 0.000661, 0.000449, 0.000397
/home/loewe/sph/projects/160_esa_itt_microstructure/results/wp2-thin-section-analysis/1984May9sections/1984May9section5_SEG_v1..JPG, 0.434691, 0.398759, NaN, 0.380399, 0.916576, NaN, 0.990924, 0.323656, NaN, 0.358878, 0.378401, NaN, 0.358910, 3.224904, NaN, 949.350188, 0.251693, NaN, 0.255145, 3.994372, NaN, 999.999998, 0.521256, 0.098000, 0.133709, 0.133699, 999.900218, NaN, 0.021000, 0.003623, NaN, 0.008459, 0.000813, NaN, 0.001635, 0.000348, NaN, 0.001635, 0.000367, NaN, 0.002063, 0.000321, 0.000317, 0.000317
