1:filename, 2:phi_2, 3:l_c_x, 4:l_c_y, 5:l_c_z, 6:d_sph_x, 7:d_sph_y, 8:d_sph_z, 9:l_ex_x, 10:l_ex_y, 11:l_ex_z, 12:xi_ts_x, 13:xi_ts_y, 14:xi_ts_z, 15:d_ts_x, 16:d_ts_y, 17:d_ts_z, 18:xi_grf_x, 19:xi_grf_y, 20:xi_grf_z, 21:d_grf_x, 22:d_grf_y, 23:d_grf_z, 24:d_shs, 25:tau, 26:l_ex_tilde, 27:xi_ts_tilde, 28:l_ts_tilde, 29:pos-z, 30:el-size
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB00.AIM, 0.142840, 0.145770, 0.146802, 0.099025, 0.284734, 0.288662, 0.153131, 0.101362, 0.103056, 0.051410, 0.101362, 0.103056, 0.065453, 999.926635, 999.610852, 0.446009, 0.075160, 0.076115, 0.049834, 1000.000000, 999.930186, 0.470258, 0.087321, 0.098000, 0.442154, 11.100890, 4.470759, 300, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB01.AIM, 0.154738, 0.161779, 0.162737, 0.112397, 0.309578, 0.311426, 0.180149, 0.109238, 0.109884, 0.061625, 0.109238, 0.109884, 0.073803, 943.816968, 972.155750, 0.592996, 0.083987, 0.084462, 0.054666, 1000.000000, 1000.000000, 0.655102, 0.097995, 0.098045, 0.333335, 0.335777, 26.453169, 900, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB02.AIM, 0.169961, 0.174122, 0.174254, 0.125649, 0.328372, 0.328327, 0.208787, 0.115479, 0.115243, 0.072123, 0.121780, 0.122789, 0.082296, 1.885102, 1.729823, 0.787798, 0.087293, 0.087940, 0.059229, 7.420346, 4.004921, 0.951587, 0.135116, 0.098000, 0.517949, 0.521574, 41.572368, 1500, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB03.AIM, 0.191686, 0.180311, 0.179032, 0.126209, 0.337767, 0.335375, 0.205817, 0.118698, 0.117506, 0.070746, 0.128887, 0.128722, 0.086253, 1.573517, 1.485672, 0.648598, 0.090077, 0.090167, 0.061315, 2.831929, 2.342443, 0.713661, 0.189733, 0.098000, 1.043687, 1.109396, 21.595598, 2100, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB04.AIM, 0.208617, 0.185545, 0.185499, 0.129608, 0.349231, 0.346958, 0.211719, 0.122632, 0.121629, 0.072269, 0.134091, 0.135334, 0.094094, 1.567763, 1.430356, 0.593297, 0.092019, 0.093318, 0.066553, 2.779807, 2.059961, 0.625632, 0.167488, 0.098000, 0.309671, 0.310858, 41.867570, 2700, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB05.AIM, 0.221874, 0.197050, 0.197990, 0.153054, 0.366959, 0.366817, 0.265957, 0.128700, 0.128031, 0.091753, 0.146230, 0.151830, 0.111934, 1.388920, 1.223891, 0.834451, 0.100565, 0.105323, 0.077639, 1.741344, 1.400360, 0.923220, 0.223283, 0.098000, 0.355872, 18.795821, 3.798872, 3300, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB06.AIM, 0.224921, 0.214034, 0.214649, 0.180617, 0.402907, 0.401991, 0.324160, 0.141241, 0.139484, 0.113076, 0.163334, 0.173947, 0.132888, 1.436810, 1.200388, 1.110022, 0.112403, 0.122470, 0.092463, 1.734392, 1.285473, 1.240814, 0.351671, 0.098000, 1.224942, 5.293991, 7.890035, 3900, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB07.AIM, 0.207738, 0.237304, 0.238313, 0.195177, 0.467221, 0.470048, 0.363244, 0.162850, 0.164202, 0.126143, 0.192788, 0.190819, 0.149103, 1.565718, 1.648945, 1.227216, 0.136578, 0.134305, 0.104840, 1.760802, 1.927131, 1.400521, 0.308158, 0.107469, 0.202254, 0.201950, 36.836066, 4500, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB08.AIM, 0.194482, 0.252432, 0.252545, 0.207063, 0.504993, 0.511751, 0.392745, 0.173925, 0.178015, 0.135227, 0.221801, 0.210419, 0.168388, 1.453959, 1.718293, 1.185678, 0.165638, 0.152110, 0.123194, 1.489369, 1.899604, 1.246678, 0.510791, 0.237478, 0.116596, 0.827453, 1.077699, 5100, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB09.AIM, 0.199062, 0.258098, 0.258283, 0.217251, 0.523745, 0.520440, 0.417935, 0.179797, 0.179547, 0.144352, 0.230265, 0.228165, 0.176378, 1.505168, 1.501033, 1.310750, 0.172571, 0.169270, 0.127902, 1.528812, 1.544083, 1.399228, 0.523170, 0.222346, 0.123759, 0.304631, 1.162227, 5700, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB10.AIM, 0.204275, 0.259557, 0.259857, 0.220374, 0.530229, 0.526226, 0.424100, 0.182465, 0.181617, 0.146966, 0.229247, 0.229542, 0.176263, 1.576313, 1.535424, 1.386082, 0.169493, 0.169313, 0.126034, 1.621130, 1.583800, 1.523327, 0.536240, 0.218934, 0.126781, 0.269735, 1.205499, 6300, 0.018000
/home/loewe/sph/projects/152_ASMEx/data/ct/A03B-T/SUB11.AIM, 0.209240, 0.260046, 0.256100, 0.221994, 0.523852, 0.508577, 0.433343, 0.179788, 0.175287, 0.149583, 0.234162, 0.226402, 0.182420, 1.468455, 1.433760, 1.364100, 0.174326, 0.166894, 0.130777, 1.483811, 1.464604, 1.466914, 0.544708, 0.235814, 0.122638, 0.522168, 1.121255, 6900, 0.018000
